"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"2320","Q9CX30","77254","1924504","Yif1b","Human","90522","30511","YIF1B","ENSG00000167645","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (YIF1B)    DRscDB Data: (YIF1B)                             Human Protein Atlas  (HPA)"
"2321","Q9CX34","67955","1915205","Sugt1","Human","10910","16987","SUGT1","ENSG00000165416","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SUGT1)    DRscDB Data: (SUGT1)                             Human Protein Atlas  (HPA)"
"2322","Q9CX56","57296","1888669","Psmd8","Human","5714","9566","PSMD8","ENSG00000099341","17","17.38","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PSMD8)    DRscDB Data: (PSMD8)                             Human Protein Atlas  (HPA)"
"2323","Q9CX86","77134","1924384","Hnrnpa0","Human","10949","5030","HNRNPA0","ENSG00000177733","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HNRNPA0)    DRscDB Data: (HNRNPA0)                             Human Protein Atlas  (HPA)"
"2324","Q9CXA2","67217","1914467","L3hypdh","Human","112849","20488","L3HYPDH","ENSG00000126790","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (L3HYPDH)    DRscDB Data: (L3HYPDH)                             Human Protein Atlas  (HPA)"
"2325","Q9CXE7","73130","1921586","Tmed5","Human","50999","24251","TMED5","ENSG00000117500","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TMED5)    DRscDB Data: (TMED5)                             Human Protein Atlas  (HPA)"
"2326","Q9CXF0","70789","1918039","Kynu","Human","8942","6469","KYNU","ENSG00000115919","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (KYNU)    DRscDB Data: (KYNU)                             Human Protein Atlas  (HPA)"
"2327","Q9CXI0","52064","1098643","Coq5","Human","84274","28722","COQ5","ENSG00000110871","17","17.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (COQ5)    DRscDB Data: (COQ5)                             Human Protein Atlas  (HPA)"
"2328","Q9CXI5","74840","1922090","Manf","Human","7873","15461","MANF","ENSG00000145050","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MANF)    DRscDB Data: (MANF)                             Human Protein Atlas  (HPA)"
"2329","Q9CXJ1","67417","1914667","Ears2","Human","124454","29419","EARS2","ENSG00000103356","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (EARS2)    DRscDB Data: (EARS2)                             Human Protein Atlas  (HPA)"
"2330","Q9CXJ4","74610","1351667","Abcb8","Human","11194","49","ABCB8","ENSG00000197150","19","19.22","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (ABCB8)    DRscDB Data: (ABCB8)                             Human Protein Atlas  (HPA)"
"2331","Q9CXN7","67307","1914557","Pbld2","Human","64081","23301","PBLD","ENSG00000108187","14","13.79","high","Yes","Yes","Compara, eggNOG, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PBLD)    DRscDB Data: (PBLD)                             Human Protein Atlas  (HPA)"
"2332","Q9CXR1","66375","1913625","Dhrs7","Human","51635","21524","DHRS7","ENSG00000100612","18","18.39","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (DHRS7)    DRscDB Data: (DHRS7)                             Human Protein Atlas  (HPA)"
"2333","Q9CXS4","73139","1920389","Cenpv","Human","201161","29920","CENPV","ENSG00000166582","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CENPV)    DRscDB Data: (CENPV)                             Human Protein Atlas  (HPA)"
"2334","Q9CXT8","73078","1920328","Pmpcb","Human","9512","9119","PMPCB","ENSG00000105819","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PMPCB)    DRscDB Data: (PMPCB)                             Human Protein Atlas  (HPA)"
"2335","Q9CXW2","64655","1928137","Mrps22","Human","56945","14508","MRPS22","ENSG00000175110","15","15.43","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPS22)    DRscDB Data: (MRPS22)                             Human Protein Atlas  (HPA)"
"2336","Q9CXW3","12301","1270839","Cacybp","Human","27101","30423","CACYBP","ENSG00000116161","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CACYBP)    DRscDB Data: (CACYBP)                             Human Protein Atlas  (HPA)"
"2337","Q9CXW4","67025","1914275","Rpl11","Human","6135","10301","RPL11","ENSG00000142676","15","15.46","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPL11)    DRscDB Data: (RPL11)                             Human Protein Atlas  (HPA)"
"2338","Q9CXY6","67781","1915031","Ilf2","Human","3608","6037","ILF2","ENSG00000143621","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ILF2)    DRscDB Data: (ILF2)                             Human Protein Atlas  (HPA)"
"2339","Q9CY18","76561","1923811","Snx7","Human","51375","14971","SNX7","ENSG00000162627","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SNX7)    DRscDB Data: (SNX7)                             Human Protein Atlas  (HPA)"
"2340","Q9CY27","106529","1915408","Tecr","Human","9524","4551","TECR","ENSG00000099797","17","17.39","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TECR)    DRscDB Data: (TECR)                             Human Protein Atlas  (HPA)"
"2341","Q9CY50","107513","105082","Ssr1","Human","6745","11323","SSR1","ENSG00000124783","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SSR1)    DRscDB Data: (SSR1)                             Human Protein Atlas  (HPA)"
"2342","Q9CY57","66511","1913761","Chtop","Human","26097","24511","CHTOP","ENSG00000160679","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CHTOP)    DRscDB Data: (CHTOP)                             Human Protein Atlas  (HPA)"
"2343","Q9CY58","66870","1914120","Serbp1","Human","26135","17860","SERBP1","ENSG00000142864","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SERBP1)    DRscDB Data: (SERBP1)                             Human Protein Atlas  (HPA)"
"2344","Q9CY64","109778","88170","Blvra","Human","644","1062","BLVRA","ENSG00000106605","17","17.21","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (BLVRA)    DRscDB Data: (BLVRA)                             Human Protein Atlas  (HPA)"
"2345","Q9CY66","68147","1930948","Gar1","Human","54433","14264","GAR1","ENSG00000109534","16","16.29","high","Yes","Yes","Compara, eggNOG, HGNC, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (GAR1)    DRscDB Data: (GAR1)                             Human Protein Atlas  (HPA)"
"2346","Q9CY73","69163","1916413","Mrpl44","Human","65080","16650","MRPL44","ENSG00000135900","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPL44)    DRscDB Data: (MRPL44)                             Human Protein Atlas  (HPA)"
"2347","Q9CYA0","76737","1923987","Creld2","Human","79174","28150","CRELD2","ENSG00000184164","18","18.22","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CRELD2)    DRscDB Data: (CRELD2)                             Human Protein Atlas  (HPA)"
"2348","Q9CYH2","70564","1917814","Prxl2a","Human","84293","28651","PRXL2A","ENSG00000122378","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PRXL2A)    DRscDB Data: (PRXL2A)                             Human Protein Atlas  (HPA)"
"2349","Q9CYN2","66624","1913874","Spcs2","Human","9789","28962","SPCS2","ENSG00000118363","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SPCS2)    DRscDB Data: (SPCS2)                             Human Protein Atlas  (HPA)"
"2350","Q9CYR6","109785","97566","Pgm3","Human","5238","8907","PGM3","ENSG00000013375","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PGM3)    DRscDB Data: (PGM3)                             Human Protein Atlas  (HPA)"
"2351","Q9CYS6","72792","1920042","2810459M11Rik","Human","257407","27418","C2orf72","ENSG00000204128","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (C2orf72)    DRscDB Data: (C2orf72)                             Human Protein Atlas  (HPA)"
"2352","Q9CYV5","72759","1920009","Tmem135","Human","65084","26167","TMEM135","ENSG00000166575","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TMEM135)    DRscDB Data: (TMEM135)                             Human Protein Atlas  (HPA)"
"2353","Q9CYW4","72748","1919998","Hdhd3","Human","81932","28171","HDHD3","ENSG00000119431","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (HDHD3)    DRscDB Data: (HDHD3)                             Human Protein Atlas  (HPA)"
"2354","Q9CYZ2","66314","1913564","Tpd52l2","Human","7165","12007","TPD52L2","ENSG00000101150","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TPD52L2)    DRscDB Data: (TPD52L2)                             Human Protein Atlas  (HPA)"
"2355","Q9CZ04","26894","1349400","Cops7a","Human","50813","16758","COPS7A","ENSG00000111652","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COPS7A)    DRscDB Data: (COPS7A)                             Human Protein Atlas  (HPA)"
"2356","Q9CZ13","22273","107876","Uqcrc1","Human","7384","12585","UQCRC1","ENSG00000010256","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (UQCRC1)    DRscDB Data: (UQCRC1)                             Human Protein Atlas  (HPA)"
"2357","Q9CZ28","27681","1343161","Snf8","Human","11267","17028","SNF8","ENSG00000159210","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SNF8)    DRscDB Data: (SNF8)                             Human Protein Atlas  (HPA)"
"2358","Q9CZ30","67059","1914309","Ola1","Human","29789","28833","OLA1","ENSG00000138430","18","18.27","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (OLA1)    DRscDB Data: (OLA1)                             Human Protein Atlas  (HPA)"
"2359","Q9CZ42","69225","1913353","Naxd","Human","55739","25576","NAXD","ENSG00000213995","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (NAXD)    DRscDB Data: (NAXD)                             Human Protein Atlas  (HPA)"
"2360","Q9CZ44","386649","3042273","Nsfl1c","Human","55968","15912","NSFL1C","ENSG00000088833","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NSFL1C)    DRscDB Data: (NSFL1C)                             Human Protein Atlas  (HPA)"
"2361","Q9CZB0","66052","1913302","Sdhc","Human","6391","10682","SDHC","ENSG00000143252","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SDHC)    DRscDB Data: (SDHC)                             Human Protein Atlas  (HPA)"
"2362","Q9CZD3","353172","2449057","Gars","Human","2617","4162","GARS1","ENSG00000106105","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (GARS1)    DRscDB Data: (GARS1)                             Human Protein Atlas  (HPA)"
"2363","Q9CZE3","67844","1915094","Rab32","Human","10981","9772","RAB32","ENSG00000118508","18","18.32","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RAB32)    DRscDB Data: (RAB32)                             Human Protein Atlas  (HPA)"
"2364","Q9CZG9","72621","1919871","Pdzd11","Human","51248","28034","PDZD11","ENSG00000120509","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PDZD11)    DRscDB Data: (PDZD11)                             Human Protein Atlas  (HPA)"
"2365","Q9CZL5","72562","1919812","Pcbd2","Human","84105","24474","PCBD2","ENSG00000132570","17","17.37","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (PCBD2)    DRscDB Data: (PCBD2)                             Human Protein Atlas  (HPA)"
"2366","Q9CZM2","66480","1913730","Rpl15","Human","6138","10306","RPL15","ENSG00000174748","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPL15)    DRscDB Data: (RPL15)                             Human Protein Atlas  (HPA)"
"2367","Q9CZN7","108037","1277989","Shmt2","Human","6472","10852","SHMT2","ENSG00000182199","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SHMT2)    DRscDB Data: (SHMT2)                             Human Protein Atlas  (HPA)"
"2368","Q9CZR8","66399","1913649","Tsfm","Human","10102","12367","TSFM","ENSG00000123297","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TSFM)    DRscDB Data: (TSFM)                             Human Protein Atlas  (HPA)"
"2369","Q9CZS1","72535","1919785","Aldh1b1","Human","219","407","ALDH1B1","ENSG00000137124","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ALDH1B1)    DRscDB Data: (ALDH1B1)                             Human Protein Atlas  (HPA)"
"2370","Q9CZU6","12974","88529","Cs","Human","1431","2422","CS","ENSG00000062485","17","17.29","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CS)    DRscDB Data: (CS)                             Human Protein Atlas  (HPA)"
"2371","Q9CZW5","28185","106295","Tomm70a","Human","9868","11985","TOMM70","ENSG00000154174","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TOMM70)    DRscDB Data: (TOMM70)                             Human Protein Atlas  (HPA)"
"2372","Q9CZX8","20085","1333780","Rps19","Human","6223","10402","RPS19","ENSG00000105372","16","16.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RPS19)    DRscDB Data: (RPS19)                             Human Protein Atlas  (HPA)"
"2373","Q9CZX9","68032","1915282","Emc4","Human","51234","28032","EMC4","ENSG00000128463","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (EMC4)    DRscDB Data: (EMC4)                             Human Protein Atlas  (HPA)"
"2374","Q9CZY3","66589","1913839","Ube2v1","Human","7335","12494","UBE2V1","ENSG00000244687","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (UBE2V1)    DRscDB Data: (UBE2V1)                             Human Protein Atlas  (HPA)"
"2375","Q9D020","107569","1927186","Nt5c3","Human","51251","17820","NT5C3A","ENSG00000122643","15","15.43","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NT5C3A)    DRscDB Data: (NT5C3A)                             Human Protein Atlas  (HPA)"
"2376","Q9D023","70456","1917706","Mpc2","Human","25874","24515","MPC2","ENSG00000143158","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MPC2)    DRscDB Data: (MPC2)                             Human Protein Atlas  (HPA)"
"2377","Q9D024","67163","1914413","Ccdc47","Human","57003","24856","CCDC47","ENSG00000108588","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CCDC47)    DRscDB Data: (CCDC47)                             Human Protein Atlas  (HPA)"
"2378","Q9D051","68263","1915513","Pdhb","Human","5162","8808","PDHB","ENSG00000168291","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PDHB)    DRscDB Data: (PDHB)                             Human Protein Atlas  (HPA)"
"2379","Q9D0B0","108014","104896","Srsf9","Human","8683","10791","SRSF9","ENSG00000111786","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SRSF9)    DRscDB Data: (SRSF9)                             Human Protein Atlas  (HPA)"
"2380","Q9D0E1","76936","1926465","Hnrnpm","Human","4670","5046","HNRNPM","ENSG00000099783","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HNRNPM)    DRscDB Data: (HNRNPM)                             Human Protein Atlas  (HPA)"
"2381","Q9D0F3","70361","1917611","Lman1","Human","3998","6631","LMAN1","ENSG00000074695","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LMAN1)    DRscDB Data: (LMAN1)                             Human Protein Atlas  (HPA)"
"2382","Q9D0F9","72157","97565","Pgm1","Human","5236","8905","PGM1","ENSG00000079739","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PGM1)    DRscDB Data: (PGM1)                             Human Protein Atlas  (HPA)"
