Protein	ENSEMBL	Symbol	bin	int
A0A2I3BQE1	NA	NA	3	0
A0A2I3BQE1	NA	NA	4	0
A0A2I3BQE1	NA	NA	5	0
A0A2I3BQE1	NA	NA	6	0
A0A2I3BQE1	NA	NA	7	0
A0A2I3BQE1	NA	NA	8	0
A0A2I3BQE1	NA	NA	9	0
A0A2I3BQU5	NA	NA	1	0
A0A2I3BQU5	NA	NA	2	0
A0A2I3BQU5	NA	NA	3	0
A0A2I3BQU5	NA	NA	4	0
A0A2I3BQU5	NA	NA	5	0
A0A2I3BQU5	NA	NA	6	0
A0A2I3BQU5	NA	NA	7	0
A0A2I3BQU5	NA	NA	8	0
A0A2I3BQU5	NA	NA	9	0
A0A2I3BR29	NA	NA	1	0
A0A2I3BR29	NA	NA	2	0
A0A2I3BR29	NA	NA	3	0
A0A2I3BR29	NA	NA	4	0
A0A2I3BR29	NA	NA	5	0
A0A2I3BR29	NA	NA	6	0
A0A2I3BR29	NA	NA	7	0
A0A2I3BR29	NA	NA	8	0
A0A2I3BR29	NA	NA	9	0
A0A2I3BRM6	NA	NA	1	0
A0A2I3BRM6	NA	NA	2	0
A0A2I3BRM6	NA	NA	3	0
A0A2I3BRM6	NA	NA	4	0
A0A2I3BRM6	NA	NA	5	0
A0A2I3BRM6	NA	NA	6	0
A0A2I3BRM6	NA	NA	7	0
A0A2I3BRM6	NA	NA	8	0
A0A2I3BRM6	NA	NA	9	0
A0A2R8VHF9	NA	NA	1	0
A0A2R8VHF9	NA	NA	2	0
A0A2R8VHF9	NA	NA	3	9.655967805023545
A0A2R8VHF9	NA	NA	4	9.923247319944943
A0A2R8VHF9	NA	NA	5	0
A0A2R8VHF9	NA	NA	6	0
A0A2R8VHF9	NA	NA	7	0
A0A2R8VHF9	NA	NA	8	0
A0A2R8VHF9	NA	NA	9	10.930843726095542
A0A3B2WBL1	NA	NA	1	12.255018249647986
A0A3B2WBL1	NA	NA	2	12.291703333732562
A0A3B2WBL1	NA	NA	3	12.212779135600147
A0A3B2WBL1	NA	NA	4	12.322838854013343
A0A3B2WBL1	NA	NA	5	12.365683190723342
A0A3B2WBL1	NA	NA	6	12.25709865167043
A0A3B2WBL1	NA	NA	7	12.271361563966243
A0A3B2WBL1	NA	NA	8	12.254752270475857
A0A3B2WBL1	NA	NA	9	12.242366545982144
A0A494B9K4	NA	NA	1	0
A0A494B9K4	NA	NA	2	0
A0A494B9K4	NA	NA	3	0
A0A494B9K4	NA	NA	4	0
A0A494B9K4	NA	NA	5	0
A0A494B9K4	NA	NA	6	0
A0A494B9K4	NA	NA	7	0
A0A494B9K4	NA	NA	8	0
A0A494B9K4	NA	NA	9	0
A0A494B9S0	NA	NA	1	0
A0A494B9S0	NA	NA	2	0
A0A494B9S0	NA	NA	3	0
A0A494B9S0	NA	NA	4	0
A0A494B9S0	NA	NA	5	0
A0A494B9S0	NA	NA	6	0
A0A494B9S0	NA	NA	7	0
A0A494B9S0	NA	NA	8	0
A0A494B9S0	NA	NA	9	0
A0A5F8MPT6	NA	NA	1	11.672749868962628
A0A5F8MPT6	NA	NA	2	12.000922483093134
A0A5F8MPT6	NA	NA	3	11.81432199847717
A0A5F8MPT6	NA	NA	4	11.862078798251142
A0A5F8MPT6	NA	NA	5	12.050261191486044
A0A5F8MPT6	NA	NA	6	11.89643292011949
A0A5F8MPT6	NA	NA	7	12.091332993824842
A0A5F8MPT6	NA	NA	8	12.08455340738459
A0A5F8MPT6	NA	NA	9	12.039921771095543
A0A5F8MQ75	NA	NA	1	0
A0A5F8MQ75	NA	NA	2	0
A0A5F8MQ75	NA	NA	3	0
A0A5F8MQ75	NA	NA	4	0
A0A5F8MQ75	NA	NA	5	0
A0A5F8MQ75	NA	NA	6	0
A0A5F8MQ75	NA	NA	7	0
A0A5F8MQ75	NA	NA	8	0
A0A5F8MQ75	NA	NA	9	0
A0A5H1ZRL3	NA	NA	1	0
A0A5H1ZRL3	NA	NA	2	0
A0A5H1ZRL3	NA	NA	3	0
A0A5H1ZRL3	NA	NA	4	0
A0A5H1ZRL3	NA	NA	5	0
A0A5H1ZRL3	NA	NA	6	0
A0A5H1ZRL3	NA	NA	7	0
A0A5H1ZRL3	NA	NA	8	0
A0A5H1ZRL3	NA	NA	9	0
A0A7N9VR94	NA	NA	1	0
A0A7N9VR94	NA	NA	2	0
A0A7N9VR94	NA	NA	3	0
A0A7N9VR94	NA	NA	4	0
A0A7N9VR94	NA	NA	5	0
A0A7N9VR94	NA	NA	6	0
A0A7N9VR94	NA	NA	7	0
A0A7N9VR94	NA	NA	8	0
A0A7N9VR94	NA	NA	9	0
A0JNU3	ENSMUSG00000037686	Aspg	1	0
A0JNU3	ENSMUSG00000037686	Aspg	2	0
A0JNU3	ENSMUSG00000037686	Aspg	3	0
A0JNU3	ENSMUSG00000037686	Aspg	4	0
A0JNU3	ENSMUSG00000037686	Aspg	5	0
A0JNU3	ENSMUSG00000037686	Aspg	6	0
A0JNU3	ENSMUSG00000037686	Aspg	7	0
A0JNU3	ENSMUSG00000037686	Aspg	8	0
A0JNU3	ENSMUSG00000037686	Aspg	9	0
A0JNY3	ENSMUSG00000047454	Gphn	1	11.057920824219396
A0JNY3	ENSMUSG00000047454	Gphn	2	11.043218698817467
A0JNY3	ENSMUSG00000047454	Gphn	3	11.24030487017654
A0JNY3	ENSMUSG00000047454	Gphn	4	10.981045427749843
A0JNY3	ENSMUSG00000047454	Gphn	5	10.820664285624343
A0JNY3	ENSMUSG00000047454	Gphn	6	10.571536237682157
A0JNY3	ENSMUSG00000047454	Gphn	7	11.076761396697044
A0JNY3	ENSMUSG00000047454	Gphn	8	11.382170105696453
A0JNY3	ENSMUSG00000047454	Gphn	9	11.436848407250544
A1L317	ENSMUSG00000020913	Krt24	1	0
A1L317	ENSMUSG00000020913	Krt24	2	0
A1L317	ENSMUSG00000020913	Krt24	3	0
A1L317	ENSMUSG00000020913	Krt24	4	0
A1L317	ENSMUSG00000020913	Krt24	5	0
A1L317	ENSMUSG00000020913	Krt24	6	0
A1L317	ENSMUSG00000020913	Krt24	7	0
A1L317	ENSMUSG00000020913	Krt24	8	0
A1L317	ENSMUSG00000020913	Krt24	9	0
A2A432	ENSMUSG00000031095	Cul4b	1	0
A2A432	ENSMUSG00000031095	Cul4b	2	0
A2A432	ENSMUSG00000031095	Cul4b	3	0
A2A432	ENSMUSG00000031095	Cul4b	4	0
A2A432	ENSMUSG00000031095	Cul4b	5	0
A2A432	ENSMUSG00000031095	Cul4b	6	0
A2A432	ENSMUSG00000031095	Cul4b	7	0
A2A432	ENSMUSG00000031095	Cul4b	8	0
A2A432	ENSMUSG00000031095	Cul4b	9	0
A2A5R2	ENSMUSG00000074582	Arfgef2	1	0
A2A5R2	ENSMUSG00000074582	Arfgef2	2	0
A2A5R2	ENSMUSG00000074582	Arfgef2	3	0
A2A5R2	ENSMUSG00000074582	Arfgef2	4	0
A2A5R2	ENSMUSG00000074582	Arfgef2	5	0
A2A5R2	ENSMUSG00000074582	Arfgef2	6	0
A2A5R2	ENSMUSG00000074582	Arfgef2	7	0
A2A5R2	ENSMUSG00000074582	Arfgef2	8	0
A2A5R2	ENSMUSG00000074582	Arfgef2	9	0
A2A5R8	ENSMUSG00000039536	Stau1	1	10.848116649596255
A2A5R8	ENSMUSG00000039536	Stau1	2	10.224642355443628
A2A5R8	ENSMUSG00000039536	Stau1	3	10.283950522019962
A2A5R8	ENSMUSG00000039536	Stau1	4	10.513967185954943
A2A5R8	ENSMUSG00000039536	Stau1	5	9.733325608600394
A2A5R8	ENSMUSG00000039536	Stau1	6	10.348119671709117
A2A5R8	ENSMUSG00000039536	Stau1	7	10.796018048147843
A2A5R8	ENSMUSG00000039536	Stau1	8	8.673857896498154
A2A5R8	ENSMUSG00000039536	Stau1	9	10.454716613822843
A2A7S7	ENSMUSG00000028811	Yars	1	11.14134375780509
A2A7S7	ENSMUSG00000028811	Yars	2	11.480153685095468
A2A7S7	ENSMUSG00000028811	Yars	3	11.167444774484869
A2A7S7	ENSMUSG00000028811	Yars	4	11.342166213046042
A2A7S7	ENSMUSG00000028811	Yars	5	11.417167021613043
A2A7S7	ENSMUSG00000028811	Yars	6	11.376539566774088
A2A7S7	ENSMUSG00000028811	Yars	7	11.444728083769142
A2A7S7	ENSMUSG00000028811	Yars	8	11.111017892256985
A2A7S7	ENSMUSG00000028811	Yars	9	11.691209451630243
A2A7S8	ENSMUSG00000050390	C77080	1	0
A2A7S8	ENSMUSG00000050390	C77080	2	0
A2A7S8	ENSMUSG00000050390	C77080	3	0
A2A7S8	ENSMUSG00000050390	C77080	4	0
A2A7S8	ENSMUSG00000050390	C77080	5	0
A2A7S8	ENSMUSG00000050390	C77080	6	0
A2A7S8	ENSMUSG00000050390	C77080	7	0
A2A7S8	ENSMUSG00000050390	C77080	8	0
A2A7S8	ENSMUSG00000050390	C77080	9	0
A2A848	NA	NA	1	0
A2A848	NA	NA	2	9.590042646068987
A2A848	NA	NA	3	0
A2A848	NA	NA	4	10.440369752320542
A2A848	NA	NA	5	0
A2A848	NA	NA	6	0
A2A848	NA	NA	7	10.621365503331543
A2A848	NA	NA	8	0
A2A848	NA	NA	9	0
A2A8L5	ENSMUSG00000033295	Ptprf	1	0
A2A8L5	ENSMUSG00000033295	Ptprf	2	0
A2A8L5	ENSMUSG00000033295	Ptprf	3	0
A2A8L5	ENSMUSG00000033295	Ptprf	4	0
A2A8L5	ENSMUSG00000033295	Ptprf	5	0
A2A8L5	ENSMUSG00000033295	Ptprf	6	0
A2A8L5	ENSMUSG00000033295	Ptprf	7	0
A2A8L5	ENSMUSG00000033295	Ptprf	8	0
A2A8L5	ENSMUSG00000033295	Ptprf	9	0
A2A974	ENSMUSG00000078597	Cyp4a12b	1	11.276215909376331
A2A974	ENSMUSG00000078597	Cyp4a12b	2	10.825742808296033
A2A974	ENSMUSG00000078597	Cyp4a12b	3	9.98841043159748
A2A974	ENSMUSG00000078597	Cyp4a12b	4	0
A2A974	ENSMUSG00000078597	Cyp4a12b	5	0
A2A974	ENSMUSG00000078597	Cyp4a12b	6	0
A2A974	ENSMUSG00000078597	Cyp4a12b	7	0
A2A974	ENSMUSG00000078597	Cyp4a12b	8	0
A2A974	ENSMUSG00000078597	Cyp4a12b	9	0
A2AAJ9	NA	NA	1	0
A2AAJ9	NA	NA	2	0
A2AAJ9	NA	NA	3	0
A2AAJ9	NA	NA	4	0
A2AAJ9	NA	NA	5	0
A2AAJ9	NA	NA	6	0
A2AAJ9	NA	NA	7	0
A2AAJ9	NA	NA	8	0
A2AAJ9	NA	NA	9	0
A2ADY9	ENSMUSG00000078515	Ddi2	1	9.316790342273219
A2ADY9	ENSMUSG00000078515	Ddi2	2	10.443229827234571
A2ADY9	ENSMUSG00000078515	Ddi2	3	9.92036986950006
A2ADY9	ENSMUSG00000078515	Ddi2	4	10.424558187924942
A2ADY9	ENSMUSG00000078515	Ddi2	5	9.989539909773244
A2ADY9	ENSMUSG00000078515	Ddi2	6	10.260651029294504
A2ADY9	ENSMUSG00000078515	Ddi2	7	10.683996223735342
A2ADY9	ENSMUSG00000078515	Ddi2	8	10.876042143662618
A2ADY9	ENSMUSG00000078515	Ddi2	9	0
A2AFQ2	NA	NA	1	11.77338503846242
A2AFQ2	NA	NA	2	11.906035416770578
A2AFQ2	NA	NA	3	11.779258928496088
A2AFQ2	NA	NA	4	11.765184400588943
A2AFQ2	NA	NA	5	11.671767853517242
A2AFQ2	NA	NA	6	11.734172229350943
A2AFQ2	NA	NA	7	11.629066048213343
A2AFQ2	NA	NA	8	11.723301694140144
A2AFQ2	NA	NA	9	11.550349131375743
A2AIL4	ENSMUSG00000050323	Ndufaf6	1	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	2	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	3	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	4	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	5	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	6	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	7	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	8	0
A2AIL4	ENSMUSG00000050323	Ndufaf6	9	0
A2AIM4	ENSMUSG00000028464	Tpm2	1	0
A2AIM4	ENSMUSG00000028464	Tpm2	2	0
A2AIM4	ENSMUSG00000028464	Tpm2	3	0
A2AIM4	ENSMUSG00000028464	Tpm2	4	0
A2AIM4	ENSMUSG00000028464	Tpm2	5	0
A2AIM4	ENSMUSG00000028464	Tpm2	6	0
A2AIM4	ENSMUSG00000028464	Tpm2	7	0
A2AIM4	ENSMUSG00000028464	Tpm2	8	0
A2AIM4	ENSMUSG00000028464	Tpm2	9	11.743205746595242
A2AJ72	ENSMUSG00000026843	Fubp3	1	0
A2AJ72	ENSMUSG00000026843	Fubp3	2	0
A2AJ72	ENSMUSG00000026843	Fubp3	3	0
A2AJ72	ENSMUSG00000026843	Fubp3	4	0
A2AJ72	ENSMUSG00000026843	Fubp3	5	0
A2AJ72	ENSMUSG00000026843	Fubp3	6	0
A2AJ72	ENSMUSG00000026843	Fubp3	7	0
A2AJ72	ENSMUSG00000026843	Fubp3	8	0
A2AJ72	ENSMUSG00000026843	Fubp3	9	0
A2AJL3	ENSMUSG00000028573	Fggy	1	10.942853712320337
A2AJL3	ENSMUSG00000028573	Fggy	2	11.308235019074035
A2AJL3	ENSMUSG00000028573	Fggy	3	11.127218813736624
A2AJL3	ENSMUSG00000028573	Fggy	4	11.243420845841642
A2AJL3	ENSMUSG00000028573	Fggy	5	11.329910173286743
A2AJL3	ENSMUSG00000028573	Fggy	6	11.45009740867267
A2AJL3	ENSMUSG00000028573	Fggy	7	11.746292895484643
A2AJL3	ENSMUSG00000028573	Fggy	8	11.62385449338039
A2AJL3	ENSMUSG00000028573	Fggy	9	10.912662212827843
A2AKK5	ENSMUSG00000070985	Acnat1	1	11.029256618095571
A2AKK5	ENSMUSG00000070985	Acnat1	2	10.678750508204715
A2AKK5	ENSMUSG00000070985	Acnat1	3	10.834844353064208
A2AKK5	ENSMUSG00000070985	Acnat1	4	10.874081511448543
A2AKK5	ENSMUSG00000070985	Acnat1	5	11.022325184468842
A2AKK5	ENSMUSG00000070985	Acnat1	6	11.10383775486496
A2AKK5	ENSMUSG00000070985	Acnat1	7	10.756125147219143
A2AKK5	ENSMUSG00000070985	Acnat1	8	11.19605455885325
A2AKK5	ENSMUSG00000070985	Acnat1	9	0
A2ALU4	ENSMUSG00000045180	Shroom2	1	0
A2ALU4	ENSMUSG00000045180	Shroom2	2	0
A2ALU4	ENSMUSG00000045180	Shroom2	3	0
A2ALU4	ENSMUSG00000045180	Shroom2	4	0
A2ALU4	ENSMUSG00000045180	Shroom2	5	0
A2ALU4	ENSMUSG00000045180	Shroom2	6	0
A2ALU4	ENSMUSG00000045180	Shroom2	7	0
A2ALU4	ENSMUSG00000045180	Shroom2	8	0
A2ALU4	ENSMUSG00000045180	Shroom2	9	0
A2ALW5	ENSMUSG00000070972	Dnajc25	1	0
A2ALW5	ENSMUSG00000070972	Dnajc25	2	0
A2ALW5	ENSMUSG00000070972	Dnajc25	3	0
A2ALW5	ENSMUSG00000070972	Dnajc25	4	0
A2ALW5	ENSMUSG00000070972	Dnajc25	5	0
A2ALW5	ENSMUSG00000070972	Dnajc25	6	0
A2ALW5	ENSMUSG00000070972	Dnajc25	7	0
A2ALW5	ENSMUSG00000070972	Dnajc25	8	0
A2ALW5	ENSMUSG00000070972	Dnajc25	9	0
A2AMW0	NA	NA	1	12.198474793257523
A2AMW0	NA	NA	2	11.9496262328708
A2AMW0	NA	NA	3	12.137968577311423
A2AMW0	NA	NA	4	11.936173853085641
A2AMW0	NA	NA	5	12.033016170384442
A2AMW0	NA	NA	6	11.717273529250361
A2AMW0	NA	NA	7	12.890583829064942
A2AMW0	NA	NA	8	11.640814801657298
A2AMW0	NA	NA	9	12.517273160050642
A2AN08	ENSMUSG00000066036	Ubr4	1	10.924303346057124
A2AN08	ENSMUSG00000066036	Ubr4	2	9.899506688836324
A2AN08	ENSMUSG00000066036	Ubr4	3	8.318487844495225
A2AN08	ENSMUSG00000066036	Ubr4	4	9.506114137222543
A2AN08	ENSMUSG00000066036	Ubr4	5	0
A2AN08	ENSMUSG00000066036	Ubr4	6	7.878786656481651
A2AN08	ENSMUSG00000066036	Ubr4	7	9.993949588551043
A2AN08	ENSMUSG00000066036	Ubr4	8	10.164859654496016
A2AN08	ENSMUSG00000066036	Ubr4	9	0
A2ANY6	ENSMUSG00000058006	Mdn1	1	0
A2ANY6	ENSMUSG00000058006	Mdn1	2	0
A2ANY6	ENSMUSG00000058006	Mdn1	3	0
A2ANY6	ENSMUSG00000058006	Mdn1	4	0
A2ANY6	ENSMUSG00000058006	Mdn1	5	0
A2ANY6	ENSMUSG00000058006	Mdn1	6	0
A2ANY6	ENSMUSG00000058006	Mdn1	7	0
A2ANY6	ENSMUSG00000058006	Mdn1	8	0
A2ANY6	ENSMUSG00000058006	Mdn1	9	0
A2AS89	ENSMUSG00000040706	Agmat	1	8.929056657308262
A2AS89	ENSMUSG00000040706	Agmat	2	11.176477628518269
A2AS89	ENSMUSG00000040706	Agmat	3	11.650941230346154
A2AS89	ENSMUSG00000040706	Agmat	4	11.584163197461443
A2AS89	ENSMUSG00000040706	Agmat	5	11.600321146732043
A2AS89	ENSMUSG00000040706	Agmat	6	11.454005171497402
A2AS89	ENSMUSG00000040706	Agmat	7	11.768691314569443
A2AS89	ENSMUSG00000040706	Agmat	8	11.3758212741855
A2AS89	ENSMUSG00000040706	Agmat	9	11.550136932492842
A2ASZ8	ENSMUSG00000026819	Slc25a25	1	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	2	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	3	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	4	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	5	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	6	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	7	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	8	0
A2ASZ8	ENSMUSG00000026819	Slc25a25	9	0
A2AT37	ENSMUSG00000043241	Upf2	1	0
A2AT37	ENSMUSG00000043241	Upf2	2	0
A2AT37	ENSMUSG00000043241	Upf2	3	0
A2AT37	ENSMUSG00000043241	Upf2	4	0
A2AT37	ENSMUSG00000043241	Upf2	5	0
A2AT37	ENSMUSG00000043241	Upf2	6	0
A2AT37	ENSMUSG00000043241	Upf2	7	0
A2AT37	ENSMUSG00000043241	Upf2	8	0
A2AT37	ENSMUSG00000043241	Upf2	9	0
A2ATP5	ENSMUSG00000027201	Myef2	1	0
A2ATP5	ENSMUSG00000027201	Myef2	2	0
A2ATP5	ENSMUSG00000027201	Myef2	3	0
A2ATP5	ENSMUSG00000027201	Myef2	4	0
A2ATP5	ENSMUSG00000027201	Myef2	5	0
A2ATP5	ENSMUSG00000027201	Myef2	6	0
A2ATP5	ENSMUSG00000027201	Myef2	7	0
A2ATP5	ENSMUSG00000027201	Myef2	8	0
A2ATP5	ENSMUSG00000027201	Myef2	9	0
A2ATU0	ENSMUSG00000025815	Dhtkd1	1	9.275046341022266
A2ATU0	ENSMUSG00000025815	Dhtkd1	2	10.80931356633552
A2ATU0	ENSMUSG00000025815	Dhtkd1	3	10.714998285469626
A2ATU0	ENSMUSG00000025815	Dhtkd1	4	10.544812947258942
A2ATU0	ENSMUSG00000025815	Dhtkd1	5	10.534654088370743
A2ATU0	ENSMUSG00000025815	Dhtkd1	6	10.87672313013226
A2ATU0	ENSMUSG00000025815	Dhtkd1	7	9.940131800743293
A2ATU0	ENSMUSG00000025815	Dhtkd1	8	11.409364385512434
A2ATU0	ENSMUSG00000025815	Dhtkd1	9	10.387165008601743
A2AWA9	ENSMUSG00000035437	Rabgap1	1	0
A2AWA9	ENSMUSG00000035437	Rabgap1	2	0
A2AWA9	ENSMUSG00000035437	Rabgap1	3	0
A2AWA9	ENSMUSG00000035437	Rabgap1	4	0
A2AWA9	ENSMUSG00000035437	Rabgap1	5	0
A2AWA9	ENSMUSG00000035437	Rabgap1	6	0
A2AWA9	ENSMUSG00000035437	Rabgap1	7	0
A2AWA9	ENSMUSG00000035437	Rabgap1	8	0
A2AWA9	ENSMUSG00000035437	Rabgap1	9	0
A2BGI8	NA	NA	1	0
A2BGI8	NA	NA	2	0
A2BGI8	NA	NA	3	0
A2BGI8	NA	NA	4	0
A2BGI8	NA	NA	5	0
A2BGI8	NA	NA	6	0
A2BGI8	NA	NA	7	0
A2BGI8	NA	NA	8	0
A2BGI8	NA	NA	9	0
A2BH40	ENSMUSG00000007880	Arid1a	1	0
A2BH40	ENSMUSG00000007880	Arid1a	2	0
A2BH40	ENSMUSG00000007880	Arid1a	3	0
A2BH40	ENSMUSG00000007880	Arid1a	4	0
A2BH40	ENSMUSG00000007880	Arid1a	5	0
A2BH40	ENSMUSG00000007880	Arid1a	6	0
A2BH40	ENSMUSG00000007880	Arid1a	7	0
A2BH40	ENSMUSG00000007880	Arid1a	8	0
A2BH40	ENSMUSG00000007880	Arid1a	9	0
A2BIN1	ENSMUSG00000078680	Mup10	1	12.231278667865752
A2BIN1	ENSMUSG00000078680	Mup10	2	12.044909998956172
A2BIN1	ENSMUSG00000078680	Mup10	3	11.993212571975233
A2BIN1	ENSMUSG00000078680	Mup10	4	11.838250314400144
A2BIN1	ENSMUSG00000078680	Mup10	5	11.857173456301444
A2BIN1	ENSMUSG00000078680	Mup10	6	11.569442693917216
A2BIN1	ENSMUSG00000078680	Mup10	7	11.531912858554843
A2BIN1	ENSMUSG00000078680	Mup10	8	11.758050685004731
A2BIN1	ENSMUSG00000078680	Mup10	9	10.704812196174943
A3KFU5	ENSMUSG00000011257	Pabpc4	1	11.5543253580308
A3KFU5	ENSMUSG00000011257	Pabpc4	2	11.511294330471815
A3KFU5	ENSMUSG00000011257	Pabpc4	3	11.591751708131698
A3KFU5	ENSMUSG00000011257	Pabpc4	4	11.682145334056043
A3KFU5	ENSMUSG00000011257	Pabpc4	5	11.325337462122844
A3KFU5	ENSMUSG00000011257	Pabpc4	6	11.199936167953119
A3KFU5	ENSMUSG00000011257	Pabpc4	7	11.733025554464742
A3KFU5	ENSMUSG00000011257	Pabpc4	8	11.736017277156181
A3KFU5	ENSMUSG00000011257	Pabpc4	9	11.889619262499242
A3KGB4	ENSMUSG00000042473	Tbc1d8b	1	10.541284571390058
A3KGB4	ENSMUSG00000042473	Tbc1d8b	2	9.838549945629417
A3KGB4	ENSMUSG00000042473	Tbc1d8b	3	9.75446007839497
A3KGB4	ENSMUSG00000042473	Tbc1d8b	4	9.975359019504543
A3KGB4	ENSMUSG00000042473	Tbc1d8b	5	9.857266868286242
A3KGB4	ENSMUSG00000042473	Tbc1d8b	6	8.161723842711867
A3KGB4	ENSMUSG00000042473	Tbc1d8b	7	10.066633852302122
A3KGB4	ENSMUSG00000042473	Tbc1d8b	8	10.335422657424758
A3KGB4	ENSMUSG00000042473	Tbc1d8b	9	0
A3KMP2	ENSMUSG00000035944	Ttc38	1	11.735757840110672
A3KMP2	ENSMUSG00000035944	Ttc38	2	11.387585174930129
A3KMP2	ENSMUSG00000035944	Ttc38	3	11.298209927975348
A3KMP2	ENSMUSG00000035944	Ttc38	4	11.257836349363343
A3KMP2	ENSMUSG00000035944	Ttc38	5	11.406731040259643
A3KMP2	ENSMUSG00000035944	Ttc38	6	11.386630743063268
A3KMP2	ENSMUSG00000035944	Ttc38	7	11.521128083779343
A3KMP2	ENSMUSG00000035944	Ttc38	8	11.435702457284432
A3KMP2	ENSMUSG00000035944	Ttc38	9	11.122847388377943
A5A4Y9	ENSMUSG00000036398	Ppp1r11	1	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	2	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	3	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	4	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	5	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	6	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	7	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	8	0
A5A4Y9	ENSMUSG00000036398	Ppp1r11	9	0
A6H611	ENSMUSG00000021993	Mipep	1	0
A6H611	ENSMUSG00000021993	Mipep	2	0
A6H611	ENSMUSG00000021993	Mipep	3	0
A6H611	ENSMUSG00000021993	Mipep	4	0
A6H611	ENSMUSG00000021993	Mipep	5	0
A6H611	ENSMUSG00000021993	Mipep	6	0
A6H611	ENSMUSG00000021993	Mipep	7	0
A6H611	ENSMUSG00000021993	Mipep	8	0
A6H611	ENSMUSG00000021993	Mipep	9	0
A6H630	ENSMUSG00000061759	Armt1	1	0
A6H630	ENSMUSG00000061759	Armt1	2	0
A6H630	ENSMUSG00000061759	Armt1	3	0
A6H630	ENSMUSG00000061759	Armt1	4	0
A6H630	ENSMUSG00000061759	Armt1	5	0
A6H630	ENSMUSG00000061759	Armt1	6	0
A6H630	ENSMUSG00000061759	Armt1	7	0
A6H630	ENSMUSG00000061759	Armt1	8	0
A6H630	ENSMUSG00000061759	Armt1	9	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	1	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	2	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	3	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	4	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	5	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	6	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	7	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	8	0
A6H6J2	ENSMUSG00000040583	Cyp2b13	9	0
A6X919	ENSMUSG00000043067	Dpy19l1	1	0
A6X919	ENSMUSG00000043067	Dpy19l1	2	0
A6X919	ENSMUSG00000043067	Dpy19l1	3	0
A6X919	ENSMUSG00000043067	Dpy19l1	4	0
A6X919	ENSMUSG00000043067	Dpy19l1	5	0
A6X919	ENSMUSG00000043067	Dpy19l1	6	0
A6X919	ENSMUSG00000043067	Dpy19l1	7	0
A6X919	ENSMUSG00000043067	Dpy19l1	8	0
A6X919	ENSMUSG00000043067	Dpy19l1	9	0
A6X935	ENSMUSG00000021922	Itih4	1	10.71354944663556
A6X935	ENSMUSG00000021922	Itih4	2	10.5716954581621
A6X935	ENSMUSG00000021922	Itih4	3	10.67979202940991
A6X935	ENSMUSG00000021922	Itih4	4	10.520767905040843
A6X935	ENSMUSG00000021922	Itih4	5	10.985973963158642
A6X935	ENSMUSG00000021922	Itih4	6	11.073873866289292
A6X935	ENSMUSG00000021922	Itih4	7	10.677263397737143
A6X935	ENSMUSG00000021922	Itih4	8	10.999189013378174
A6X935	ENSMUSG00000021922	Itih4	9	10.744579563119043
A7MCT6	ENSMUSG00000070644	Etnk2	1	0
A7MCT6	ENSMUSG00000070644	Etnk2	2	0
A7MCT6	ENSMUSG00000070644	Etnk2	3	0
A7MCT6	ENSMUSG00000070644	Etnk2	4	0
A7MCT6	ENSMUSG00000070644	Etnk2	5	0
A7MCT6	ENSMUSG00000070644	Etnk2	6	0
A7MCT6	ENSMUSG00000070644	Etnk2	7	0
A7MCT6	ENSMUSG00000070644	Etnk2	8	0
A7MCT6	ENSMUSG00000070644	Etnk2	9	0
A8DUK4	ENSMUSG00000052305	Hbb-bs	1	13.610434611245228
A8DUK4	ENSMUSG00000052305	Hbb-bs	2	13.268052596970056
A8DUK4	ENSMUSG00000052305	Hbb-bs	3	13.527443548627769
A8DUK4	ENSMUSG00000052305	Hbb-bs	4	13.293443728313644
A8DUK4	ENSMUSG00000052305	Hbb-bs	5	13.358238272052443
